,us_house_price_idx,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_delinquency_rate,us_cpi,us_unemployment,us_sp500_close,us_sp500_log_ret,us_house_price_yoy,us_indprod_yoy,us_oil_yoy,us_reer_diff,us_bond_yield_10y_d1,us_house_price_yoy_L3,us_consumer_confidence_L2,us_unemployment_L1,us_credit_qoq_growth_L6,us_gdp_yoy_growth_L0,us_cpi_L6,us_bond_yield_10y_d1_L2,us_sp500_log_ret_L4,us_reer_diff_L1,us_indprod_yoy_L3,us_oil_yoy_L2,us_vix_log_ret_L0
2025-09-30,153.894276899797,99.81048,24026.834,2.335167772142843,4.12,3.68,0.4399999999999999,107.49,-0.0051962629679228,63.17,-0.0483603922812077,42687.286,1.0150229703693725,2.0192272463957828,101.668,16.28,-0.0272661544243383,2.98,3.022571584713329,4.4,6688.4599609375,0.0750362553979326,-0.3358257796826636,1.8631698334008016,-8.116363636363634,-0.5600000000000023,-0.2599999999999998,1.991438813031432,99.70991,4.1,0.6507147601120256,2.335167772142843,3.4868349120836584,-0.1099999999999994,0.0538312398076791,-4.310000000000002,-0.2741466217243804,-14.399714149595033,-0.0272661544243383
2025-12-31,153.955189510694,100.2648,24055.749,1.9892996607980828,4.14,3.48,0.6599999999999997,106.71,-0.0072829453564986,57.26,-0.09822720524064,43143.826,1.0694987730070382,3.3265046653623287,101.4941,14.95,-0.0852260607376989,2.94,2.653304114557753,4.4,6845.5,0.0232078546104791,-0.9568953568703796,1.1629935222018384,-20.955273329652123,-0.7800000000000011,0.0199999999999995,1.694871067041026,99.62357,4.4,0.8028976742094684,1.9892996607980828,2.9702579486470926,0.0999999999999996,0.0204659802432014,-0.5600000000000023,0.5802453773984029,-19.956537486417968,-0.0852260607376989
2026-03-31,154.13393381655735,100.47065737556169,24203.066424522156,2.7809180592586635,4.1088811188811185,,,106.71,,57.67594288558516,,43559.93324252749,0.9644653270377335,,101.65118323049944,16.959390031120453,0.12611036473410042,,2.635234102242676,4.4,6990.754906914588,0.020997046450649037,-0.7824080247920917,0.6044940741519511,-19.74962726369117,0.0,-0.03111888111888117,0.6631496242250012,99.81048,4.4,0.8294871598075737,2.7809180592586635,2.4264830315416708,-0.2599999999999998,-0.0469534636089907,-0.7800000000000011,0.5793208714095943,-8.116363636363634,0.12611036473410042
2026-06-30,154.41259341911137,100.41410233503306,24351.286021060172,2.441254499016665,4.077762237762237,,,106.71,,58.09490722565981,,43990.37300074896,0.9881552293134144,,101.92693300447401,17.44536119863752,0.028252114848581478,,2.6171640899275994,4.4,7139.091982842792,0.02099704645064726,-0.09391531170235279,0.4418995200697884,-12.375705541991234,0.0,-0.03111888111888117,-0.3358257796826636,100.2648,4.4,-0.2092232153165674,2.441254499016665,2.870690967509981,0.0199999999999995,0.100466941237525,0.0,1.8631698334008016,-20.955273329652123,0.028252114848581478
2026-09-30,154.7761908872574,100.27551047886769,24500.413314516074,1.9710433530946148,4.046643356643356,,,106.71,,58.51691496839894,,44425.06617195041,0.988155229313592,,102.24582898853217,17.835501122750344,0.02211713671192994,,2.5990940776125226,4.4,7290.57662843808,0.020997046450649037,0.5730648372548774,0.568348928406337,-7.3659728219108045,0.0,-0.03111888111888117,-0.9568953568703796,100.47065737556169,4.4,0.4803370262457473,1.9710433530946148,2.381981462805549,-0.03111888111888117,0.0750362553979326,0.0,1.1629935222018384,-19.74962726369117,0.02211713671192994
2026-12-31,155.2121770083864,100.09811029906692,24650.45386362649,2.472194333364941,4.015524475524475,,,106.71,,58.94198822141146,,44864.05478645448,0.9881552293133922,,102.5809007685856,18.14482638665291,0.017194556378439696,,2.581024065297446,4.4,7445.275632092667,0.020997046450649037,0.8164632200365451,1.0708019171415728,2.937457599391302,0.0,-0.03111888111888117,-0.7824080247920917,100.41410233503306,4.4,0.7220546249896209,2.472194333364941,2.680453865910226,-0.03111888111888117,0.0232078546104791,0.0,0.6044940741519511,-12.375705541991234,0.017194556378439696
2027-03-31,155.71001672410563,99.93580698439844,24801.413261169724,2.472194333364852,3.9844055944055943,,,106.71,,59.37014925289836,,45307.38128990894,0.988155229313592,,102.92250402056916,18.41134400821523,0.014581524319077666,,2.562954052982369,4.4,7603.257199384028,0.02099704645064726,1.022541155294232,1.2506699377880626,2.93745759939128,0.0,-0.031118881118880726,-0.09391531170235279,100.27551047886769,4.4,1.0150229703693725,2.472194333364852,3.022571584713329,-0.03111888111888117,0.020997046450649037,0.0,0.4418995200697884,-7.3659728219108045,0.014581524319077666
2027-06-30,156.26085139412734,99.80291886482665,24953.297134174292,2.4721943333648744,3.953286713286713,,,106.71,,59.80142049281927,,45755.08854739014,0.9881552293134144,,103.26718985080973,18.60147682229207,0.010273979786354026,,2.544884040667292,4.4,7764.590983146241,0.020997046450649037,1.1969606455604076,1.3149192336405324,2.93745759939128,0.0,-0.03111888111888117,0.5730648372548774,100.09811029906692,4.4,1.0694987730070382,2.4721943333648744,2.653304114557753,-0.03111888111888117,0.02099704645064726,0.0,0.568348928406337,2.937457599391302,0.010273979786354026
2027-09-30,156.8572218208027,99.72943367336843,25106.11114412851,2.472194333364852,3.922167832167832,,,106.71,,60.235824534067504,,46207.21984754824,0.9881552293135698,,103.61372628612033,18.746346956893984,0.007757927853958346,,2.526814028352215,4.4,7929.348114179299,0.020997046450649037,1.3445420265324692,1.3378514420784748,2.9374575993912577,0.0,-0.03111888111888117,0.8164632200365451,99.93580698439844,4.4,0.9644653270377335,2.472194333364852,2.635234102242676,-0.031118881118880726,0.020997046450649037,0.0,1.0708019171415728,2.93745759939128,0.007757927853958346
2027-12-31,157.4928400129953,99.70336601351256,25259.860987191787,2.4721943333648744,3.8910489510489508,,,106.71,,60.67338413365362,,46663.81890679213,0.9881552293134144,,103.96167484278367,18.857063945442846,0.005888684341800232,,2.5087440160371384,4.4,8097.601232610154,0.02099704645064726,1.4693840706104355,1.346034265494489,2.93745759939128,0.0,-0.03111888111888117,1.022541155294232,99.80291886482665,4.4,0.9881552293134144,2.4721943333648744,2.6171640899275994,-0.03111888111888117,0.020997046450649037,0.0,1.2506699377880626,2.93745759939128,0.005888684341800232
2028-03-31,158.1624003200142,99.71635874558412,25414.552394406765,2.4721943333648744,3.8599300699300696,,,106.71,,61.11412221389756,,47124.929873517016,0.988155229313592,,104.31088107712553,18.941668805807357,0.0044766051926301564,,2.4906740037220616,4.4,8269.424519919228,0.020997046450649037,1.5749684236781025,1.3489538267344336,2.9374575993912577,0.0,-0.03111888111888117,1.1969606455604076,99.72943367336843,4.4,0.988155229313592,2.4721943333648744,2.5990940776125226,-0.03111888111888117,0.02099704645064726,0.0,1.3149192336405324,2.9374575993912577,0.0044766051926301564
2028-06-30,158.86142256885023,99.74829077169612,25570.191131913045,2.472194333364852,3.8288111888111884,,,106.71,,61.55806186362952,,47590.597332372454,0.9881552293134144,,104.661292230064,19.005926216095254,0.0033866426405508854,,2.472603991406985,4.4,8444.893731646367,0.020997046450649037,1.6642499714555115,1.3499954644532686,2.93745759939128,0.0,-0.03111888111888117,1.3445420265324692,99.70336601351256,4.4,0.9881552293133922,2.472194333364852,2.581024065297446,-0.03111888111888117,0.020997046450649037,0.0,1.3378514420784748,2.93745759939128,0.0033866426405508854
2028-09-30,159.5861213644144,99.78596360858364,25726.78300116194,2.4721943333648744,3.7976923076923073,,,106.71,,62.00522633939947,,48060.86630857386,0.9881552293135698,,105.0128919508541,19.05485230190455,0.0025709465052230485,,2.454533979091908,4.4,8624.086230790886,0.02099704645064726,1.739734716664354,1.3503670940953283,2.93745759939128,0.0,-0.03111888111888117,1.4693840706104355,99.71635874558412,4.4,0.988155229313592,2.4721943333648744,2.562954052982369,-0.03111888111888117,0.020997046450649037,0.0,1.346034265494489,2.9374575993912577,0.0025709465052230485
2028-12-31,160.33329688681818,99.81780972578964,25884.33383913298,2.472194333364852,3.766573426573426,,,106.71,,62.45563906669549,,48535.78227225536,0.9881552293134144,,105.36567693034736,19.09211172980269,0.00195346815624875,,2.4364639667768313,4.4,8807.08102192038,0.020997046450649037,1.803546671447731,1.3504996814325043,2.93745759939128,0.0,-0.03111888111888117,1.5749684236781025,99.74829077169612,4.4,0.9881552293134144,2.472194333364852,2.544884040667292,-0.03111888111888117,0.02099704645064726,0.0,1.3489538267344336,2.93745759939128,0.00195346815624875
2029-03-31,161.10024343128273,99.83932744420778,26042.84951855133,2.472194333364852,3.7354545454545454,,,106.71,,62.909323641170964,,49015.39114286691,0.988155229313592,,105.71964853644414,19.12048326773271,0.001484931507277576,,2.4183939544617545,4.4,8993.95878600311,0.020997046450649037,1.8574851578657903,1.3505469849085072,2.93745759939128,0.0,-0.031118881118880726,1.6642499714555115,99.78596360858364,4.4,0.9881552293135698,2.472194333364852,2.526814028352215,-0.03111888111888117,0.020997046450649037,0.0,1.3499954644532686,2.93745759939128,0.001484931507277576
2029-06-30,161.88467264996325,99.84937797550162,26202.335948106764,2.472194333364852,3.704335664335664,,,106.71,,63.366303829880636,,49499.739293613566,0.9881552293133922,,106.07480981986461,19.142082870924604,0.0011290202234746083,,2.4003239421466778,4.4,9184.801915979657,0.02099704645064726,1.9030737810513676,1.3505638614641269,2.937457599391191,0.0,-0.03111888111888117,1.739734716664354,99.81780972578964,4.4,0.9881552293134144,2.472194333364852,2.5087440160371384,-0.03111888111888117,0.020997046450649037,0.0,1.3503670940953283,2.93745759939128,0.0011290202234746083
2029-09-30,162.684649018335,99.85036244592057,26362.79907267374,2.472194333364852,3.673216783216783,,,106.71,,63.82660357252586,,49988.87355594,0.988155229313592,,106.43116444233212,19.158528485458625,0.0008587651717455458,,2.382253929831601,4.4,9379.694553089377,0.020997046450649037,1.9416022066512495,1.3505698825452495,2.937457599391169,0.0,-0.03111888111888117,1.803546671447731,99.83932744420778,4.4,0.988155229313592,2.472194333364852,2.4906740037220616,-0.031118881118880726,0.02099704645064726,0.0,1.3504996814325043,2.93745759939128,0.0008587651717455458
2029-12-31,163.49853549698304,99.84558320256066,26524.244873533273,2.4721943333648744,3.642097902097902,,,106.71,,64.29024698270847,,50482.841224057884,0.9881552293133922,,106.78871629292398,19.171050022917733,0.0006533616278510124,,2.3641839175165242,4.4,9578.722623967516,0.020997046450649037,1.974161744081937,1.3505720306977498,2.937457599391191,0.0,-0.03111888111888117,1.8574851578657903,99.84937797550162,4.4,0.9881552293134144,2.4721943333648744,2.472603991406985,-0.03111888111888117,0.020997046450649037,0.0,1.3505469849085072,2.937457599391191,0.0006533616278510124
2030-03-31,164.3249477187636,99.83856447930845,26686.679368595695,2.472194333364852,3.6109790209790207,,,106.71,,64.75725834919413,,50981.69005951949,0.988155229313592,,107.14746935076523,19.1805837308531,0.0004971735072856198,,2.346113905201447,4.4,9781.973878529654,0.020997046450649037,2.0016756143862446,1.3505727970982484,2.937457599391169,0.0,-0.03111888111888117,1.9030737810513676,99.85036244592057,4.4,0.9881552293135698,2.472194333364852,2.454533979091908,-0.03111888111888117,0.020997046450649037,0.0,1.3505638614641269,2.937457599391169,0.0004971735072856198
2030-06-30,165.16271532105137,99.83189546059792,26850.108612625085,2.4721943333648744,3.5798601398601395,,,106.71,,65.22766213718482,,51485.46829583499,0.9881552293134144,,107.50742763590584,19.18784250804995,0.0003783724272792277,,2.3280438928863703,4.4,9989.53792865991,0.02099704645064726,2.024924668548511,1.350573070528327,2.9374575993912577,0.0,-0.03111888111888117,1.9416022066512495,99.84558320256066,4.4,0.9881552293134144,2.4721943333648744,2.4364639667768313,-0.03111888111888117,0.02099704645064726,0.0,1.3505698825452495,2.937457599391191,0.0003783724272792277
2030-09-30,166.0108492779616,99.82714535687825,27014.538697464744,2.472194333364852,3.5487412587412583,,,106.71,,65.70148298960036,,51994.22464313687,0.988155229313592,,107.86859519176593,19.193369218154913,0.00028799039397675585,,2.3099738805712935,4.4,10201.50628772021,0.020997046450649037,2.04456922008156,1.3505731680805377,2.93745759939128,0.0,-0.03111888111888117,1.974161744081937,99.83856447930845,4.4,0.988155229313592,2.472194333364852,2.4183939544617545,-0.03111888111888117,0.020997046450649037,0.0,1.3505720306977498,2.937457599391169,0.00028799039397675585
2030-12-31,166.86851427943714,99.82480170311514,27179.97575226458,2.472194333364852,3.517622377622377,,,106.71,,66.17874572836945,,52508.00829288898,0.9881552293133922,,108.23097607888057,19.197577162699012,0.00021921546393777191,,2.2919038682562167,4.4,10417.97241089769,0.020997046450649037,2.0611675647188132,1.3505732028844974,2.9374575993912577,0.0,-0.03111888111888117,2.0016756143862446,99.83189546059792,4.4,0.9881552293133922,2.472194333364852,2.4003239421466778,-0.03111888111888117,0.020997046450649037,0.0,1.3505727970982484,2.9374575993912577,0.00021921546393777191
